,Cleaned_Agency_Name,Cleaned_Phone,Cleaned_City,State,Cat1,Cat2,Cat3,formatted_address,Latitude,Longitude
57,Bright Future Foundation,(970) 763-7203,Avon,CO,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1060 W Beaver Creek Blvd, Avon, CO 81620, United States",39.6354819,-106.5372775
58,Mercy Medical Center,(410) 332-9470,Baltimore,MD,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse,",Hospital,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Information and Referral (In person), Personal Advocacy, Shelter/Safe House,","345 St Paul Pl, Baltimore, MD 21202, United States",39.293785,-76.613337
59,The Baltimore City State's Attorney's Office,410-396-1897,Baltimore,MD,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Arson, Assault, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Economic/Property Crime, Elder Abuse, Fraud, Gang Violence, Human Trafficking, Identity Theft, Non-Violent Crimes, Robbery, Stalking, Survivors Of Homicide , Terrorism, Victims With Disabilities, White Collar Crime","Corrections, Court, Law Enforcement, Probation, Prosecution","Assistance in Filing Compensation Claims, Cell Phones (911), Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Crisis Prevention, Emergency Financial Assistance, Emergency Legal Advocacy, Follow-up Contact, Fraud Investigation, Group Therapy, Identity Theft Counseling , Information And Referral , Personal Advocacy, Safety Plans (DV), Shelter/Safe House, Supervised Visitation, Telephone Contacts , Therapy, Transportation","120 E Baltimore St, Baltimore, MD 21202, United States",39.2898809,-76.6128397
60,Johns Hopkins University,410-614-5301,Baltimore,MD,"Adult Sexual Assault, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, Elder Abuse, Stalking, Survivors Of Homicide , Victims With Disabilities",Hospital,"Crisis Counseling, Direct Clinical Services, Forensic Examinations, Information And Referral , Safety Plans (DV)","Baltimore, MD 21218, United States",39.3322127,-76.6008334
61,"Dayspring Programs, Inc.",(410) 563-3459,Baltimore,MD,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Followup Contact, Information and Referral (In person), Shelter/Safe House,","Baltimore, MD 21213, United States",39.3179648,-76.5661622
62,Sexual Assault Crisis Team,802-476-1388,Barre,VT,"Adult Sexual Assault, Adults Molested As Children, Child Sexual Abuse",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Follow-up Contact, Group Therapy, Information And Referral , Shelter/Safe House, Telephone Contacts","4 Cottage St B, Barre, VT 05641, United States",44.202248,-72.506706
63,CIRCLE,(802) 476-6010,Barre,VT,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","163 Circle St, Barre, VT 05641, United States",44.1858448,-72.4971163
64,Arctic Women in Crisis,(907) 852-0261,Barrow,AK,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","4470 North Star Street, Utqiagvik, AK 99723, United States",71.2980885,-156.7595361
65,Peace River Center,(863) 519-0575,Bartow,FL,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1255 Golfview Ave #6736, Bartow, FL 33830, United States",27.8838092,-81.8237598
66,Peace River Center,(863) 519-0575,Bartow,FL,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1239 E Main St, Bartow, FL 33830, United States",27.897758,-81.830304
67,Bastrop County Women's Shelter,(512) 321-7760,Bastrop,TX,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House,","431 Old Austin Hwy, Bastrop, TX 78602, United States",30.1104383,-97.3310233
68,AR Sheriff's Youth Ranches,(870) 793-6841,Batesville,AR,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Shelter/Safe House,","100 St Vincent Pl, Batesville, AR 72501, United States",35.7558034,-91.7746265
69,Family Violence Prevention,(870) 793-4011,Batesville,AR,"Adult Sexual Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","360 W Main St, Batesville, AR 72501, United States",35.7685953,-91.657131
70,ARBOR DEVELOPMENT,(607) 776-7664,BATH,NY,"Assault, Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","101 Haverling St, Bath, NY 14810, United States",42.3409621,-77.3178592
71,19th Judicial District Attorney,(225) 389-3400,Baton Rouge,LA,"Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Emergency Financial Assistance, Emergency Legal Advocacy, Information and Referral (In person), Shelter/Safe House,","222 St Louis St Suite 550, Baton Rouge, LA 70802, United States",30.4460448,-91.1879575
72,Baton Rouge Children's Advocacy Center,(225) 343-1984,Baton Rouge,LA,"Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Information and Referral (In person), Shelter/Safe House,","626 East Blvd, Baton Rouge, LA 70802, United States",30.4424438,-91.1805839
73,Louisiana Department of Justice,(225) 342-8947,Baton Rouge,LA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Court,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1885 N 3rd St, Baton Rouge, LA 70802, United States",30.4635504,-91.1869274
74,Sexual Trauma Awareness and Response,(225) 615-7093,Baton Rouge,LA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Hotline Counseling, Shelter/Safe House,","2133 Silverside Dr ste a, Baton Rouge, LA 70808, United States",30.3959812,-91.1125578
75,Sexual Trauma Awareness and Response,(225) 615-7093,Baton Rouge,LA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Hotline Counseling, Shelter/Safe House,","1403 Metro Dr Building F, Alexandria, LA 71301, United States",31.2764463,-92.4788655
76,Gabriel House,(225) 357-1650,Baton Rouge,LA,"Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Emergency Financial Assistance, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1724 Dallas Dr, Baton Rouge, LA 70806, United States",30.4657015,-91.1094221
77,"HOGAR ESCUELA SOR MARIA RAFAELA, INC.",(787) 785-9517,BAYAMON,PR,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Followup Contact, Group Treatment, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","Bayamón, 00961, Puerto Rico",18.4179488,-66.1712716
78,Instituto de Niños Andrés,(787) 730-2729,Bayamón,PR,"Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Shelter/Safe House, Therapy","Carretera 830 km 2.3 Ramal Goveo Sector Los Alvarez, Bayamón, 00960, Puerto Rico",18.3364634,-66.1820029
79,"HOGAR DEL NINO AVE MARIA, CORP.",(787) 279-3003,Bayamon,PR,"Child Sexual Abuse,",Shelter,"Assistance in Filing Compensation Claims, Shelter/Safe House, Telephone Contacts (Information and Referral),","Bayamón, 00957, Puerto Rico",18.3646857,-66.1885129
80,"Baytown, City of",(281) 420-6679,Baytown,TX,"Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Baytown Loop, Baytown, TX, USA",29.7495304,-94.970941
81,"Baytown, City of",(281) 420-6679,Baytown,TX,"Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Baytown, TX, USA",29.7355047,-94.9774274
82,Child Abuse Prevention Association,(843) 524-4350,Beaufort,SC,"Child Sexual Abuse, Domestic Violence, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Personal Advocacy, Shelter/Safe House,","714 14th St, Port Royal, SC 29935, United States",32.3793076,-80.6885401
83,Child Abuse Prevention Association,(843) 524-4350,Beaufort,SC,"Child Sexual Abuse, Domestic Violence, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Personal Advocacy, Shelter/Safe House,","919 Bay St, Beaufort, SC 29902, United States",32.4311881,-80.6725501
84,Beaver County Sheriff's Office,(435) 438-2467,Beaver,UT,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","2270 S 525 W, Beaver, UT 84713, United States",38.2426449,-112.6519917
85,People Against A Violence Environment,(920) 887-3810,Beaver Dam,WI,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Beaver Dam, WI 53916, United States",43.4577167,-88.8373023
86,Sexual Assault Resource Center,(503) 626-9100,Beaverton,OR,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","4900 SW Griffith Dr # 100, Beaverton, OR 97005, United States",45.4843428,-122.7943845
87,"Your ""Safe Haven"" Inc",(814) 623-7187,Bedford,PA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","220 S Thomas St, Bedford, PA 15522, United States",40.0163757,-78.506038
88,Bedford County,(540) 586-7628,Bedford,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Bedford, VA 24523, USA",37.3343079,-79.5230877
89,TURTLE MT. BAND OF CHIPPEWA INDIANS,(701) 477-5614,BELCOURT,ND,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",On Reservation,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1118 BIA Rd 7, Belcourt, ND 58316, United States",48.8423833,-99.7448702
